,,,p.falc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p.vivax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Ages DALYs (used in col G),,,Used in column CI,,,,"Used in column E,F",,,,,,,,,,
Bermuda,AMR,65001,,16.43%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Brunei Darussalam,0,,Bhutan,SEA,41%,,,,,,,,,,Burundi,"4,141,387.00",
Bhutan,SEA,764961,AL,16.43%,50.38%,700.00,15.00,59.00%,413.00,8.85,4.46,,,,,,,,,,,,,,,,,,,100.00%,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CQ+PQ,41%,287.00,6.15,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Bulgaria,0,,Bolivia,AMR,84%,,,,,,,,,,Côte d'Ivoire,"2,506,953.00",
Bolivia,AMR,10400264,AS+MQ+PQ,16.43%,50.38%,300.00,"7,342.00",16.00%,48.00,"1,174.72",591.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CQ+PQ,84%,252.00,"6,167.28",16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Burkina Faso,2142.9,,"Bonaire, Saint Eustatius and Saba",AMR,,,,,,,,,,,Cape Verde,22.00,
"Bonaire, Saint Eustatius and Saba",AMR,,,16.43%,50.38%,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Burundi,934.3,,Bosnia and Herzegovina,EUR,,,,,,,,,,,Cambodia,"21,309.00",
Bosnia and Herzegovina,EUR,3604999,,16.43%,50.38%,0.00,,0.00%,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Cambodia,64.1,,Botswana,AFR,0,,,,,,,,,,Cameroon,"26,651.00",
Botswana,AFR,2128507,AL,22.64%,50.38%,"9,800.00",456.00,100.00%,"9,800.00",456.00,229.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Cameroon,1553.3,,Brazil,AMR,82%,,,,,,,,,,Central African Republic,"116,300.00",
Brazil,AMR,202408632,AL+PQ; AS+MQ+PQ,16.43%,50.38%,"16,200.00","177,767.00",18.00%,"2,916.00","31,998.06","16,122.10",,,,,,,,,,,,,,,,,,,100.00%,,,,,,100.00%,,,,,97.25%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CQ+PQ,82%,"13,284.00","145,768.94",16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Canada,0,,British Virgin Islands,AMR,,,,,,,,,,,Chad,"754,565.00",
British Virgin Islands,AMR,29056,,16.43%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Cape Verde,0,,Brunei Darussalam,WPR,,,,,,,,,,,China,86.00,
Brunei Darussalam,WPR,405716,,2.60%,50.38%,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.60%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Central African Republic,277.5,,Bulgaria,EUR,,,,,,,,,,,Colombia,"51,696.00",
Bulgaria,EUR,7265115,,16.43%,50.38%,0.00,,0.00%,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Chad,806.9,,Burkina Faso,AFR,0,,,,,,,,,,Comoros,"53,156.00",
Burkina Faso,AFR,17072723,AL; AS+AQ,22.64%,50.38%,"2,142,900.00","3,769,051.00",100.00%,"2,142,900.00","3,769,051.00","1,899,021.85",,,,,,,,,,,,,,,,,,,93.85%,,,,,94.95%,100.00%,,97.20%,,,,98.10%,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Chile,0,,Burundi,AFR,0,,,,,,,,,,Congo,"43,232.00",
Burundi,AFR,9600186,AS+AQ,22.64%,69.00%,"934,300.00","4,141,387.00",100.00%,"934,300.00","4,141,387.00","2,857,557.03",,,,,,,,,,,,,,,,,,,,,,,,94.80%,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,China,11.7,,Cambodia,WPR,45%,,,,,,,,,,Costa Rica,0.00,
Cambodia,WPR,15022692,AS+MQ; DHA-PPQ+PQ,2.60%,50.38%,"64,100.00","21,309.00",55.00%,"35,255.00","11,719.95","5,905.05",,,,,,,,,,,,,,,,,,,78.70%,,,,,,96.85%,,,,,,94.10%,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,DHA-PPQ,45%,"28,845.00","9,589.05",2.60%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Colombia,31.7,,Cameroon,AFR,0,,,,,,,,,,Democratic People's Republic of Korea,"14,407.00",
Cameroon,AFR,21655715,AS+AQ,22.64%,50.38%,"1,553,300.00","26,651.00",100.00%,"1,553,300.00","26,651.00","13,428.00",,,,,,,,,,,,,,,,,,,99.30%,,,,,96.30%,98.20%,,96.40%,,,,97.70%,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Comoros,14.8,,Canada,AMR,,,,,,,,,,,Democratic Republic of the Congo,"6,715,223.00",
Canada,AMR,35155451,,16.43%,50.38%,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Congo,142.7,,Cape Verde,AFR,0,,,,,,,,,,Djibouti,939.00,
Cape Verde,AFR,520106,,22.64%,50.38%,0.00,22.00,100.00%,0.00,22.00,11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Costa Rica,0,,Cayman Islands,AMR,,,,,,,,,,,Dominican Republic,579.00,
Cayman Islands,AMR,58371,,16.43%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Côte d'Ivoire,1332.7,,Central African Republic,AFR,0,,,,,,,,,,Ecuador,368.00,
Central African Republic,AFR,4499653,AL,22.64%,50.38%,"277,500.00","116,300.00",100.00%,"277,500.00","116,300.00","58,597.31",,,,,,,,,,,,,,,,,,,96.20%,,,,96.60%,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Croatia,0,,Chad,AFR,0,,,,,,,,,,Egypt,0.00,
Chad,AFR,13133589,AL; AS+AQ,22.64%,50.38%,"806,900.00","754,565.00",100.00%,"806,900.00","754,565.00","380,184.67",,,,,,,,,,,,,,,,,,,,,,,,100.00%,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Cuba,0,,Chile,AMR,,,,,,,,,,,El Salvador,6.00,
Chile,AMR,17462982,,16.43%,50.38%,0.00,,34.00%,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Cyprus,0,,China,WPR,23%,,,,,,,,,,Equatorial Guinea,"13,129.00",
China,WPR,1357380000,DHA-PPQ; AS+AQ; ART+NQ; ART+PPQ,2.60%,50.38%,"11,700.00",86.00,73.00%,"8,541.00",62.78,31.63,,,,,,,,,,,,,,,,,,,100.00%,,,,,,,,,,,100%,98.85%,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QN,23%,"2,691.00",19.78,2.60%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Czech Republic,0,,"China, Hong Kong SAR",WPR,,,,,,,,,,,Eritrea,"21,317.00",
"China, Hong Kong SAR",WPR,7187500,,2.60%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.60%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Democratic Republic of the Congo,3552.4,,"China, Macao SAR",WPR,,,,,,,,,,,Ethiopia,"2,645,454.00",
"China, Macao SAR",WPR,575841,,2.60%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.60%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Denmark,0,,Colombia,AMR,66%,,,,,,,,,,Gabon,"28,982.00",
Colombia,AMR,47342981,AL,16.43%,50.38%,"31,700.00","51,696.00",34.00%,"10,778.00","17,576.64","8,855.92",,,,,,,,,,,,,,,,,,,99.40%,,,,,100.00%,100.00%,,97.90%,,,100%,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CQ+PQ,66%,"20,922.00","34,119.36",16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Djibouti,27.8,,Comoros,AFR,0,,,,,,,,,,Gambia,"240,792.00",
Comoros,AFR,741500,AL,22.64%,50.38%,"14,800.00","53,156.00",99.00%,"14,652.00","52,624.44","26,514.62",,,,,,,,,,,,,,,,,,,100.00%,,,,,100.00%,,,100.00%,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Dominica,0,,Congo,AFR,0,,,,,,,,,,Georgia,0.00,
Congo,AFR,4751393,AS+AQ,22.64%,50.38%,"142,700.00","43,232.00",100.00%,"142,700.00","43,232.00","21,782.28",,,,,,,,,,,,,,,,,,,97.20%,,,,,97.30%,,,90.10%,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Dominican Republic,1,,Cook Islands,WPR,,,,,,,,,,,Ghana,"1,639,451.00",
Cook Islands,WPR,18600,,2.60%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,2.60%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Ecuador,2.1,,Costa Rica,AMR,100%,,,,,,,,,,Guatemala,"6,214.00",
Costa Rica,AMR,4706401,CQ+PQ,16.43%,50.38%,0.00,0.00,0.00%,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CQ+PQ,100%,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Egypt,0.5,,Côte d'Ivoire,AFR,0,,,,,,,,,,Guinea,"211,257.00",
Côte d'Ivoire,AFR,21966312,AS+AQ,22.64%,50.38%,"1,332,700.00","2,506,953.00",100.00%,"1,332,700.00","2,506,953.00","1,263,118.63",,,,,,,,,,,,,,,,,,,97.40%,,,,,100.00%,,,,,,,99.25%,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,*,0%,0.00,0.00,22.64%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,El Salvador,0,,Croatia,EUR,,,,,,,,,,,Guinea-Bissau,"54,584.00",
Croatia,EUR,4255689,,16.43%,50.38%,0.00,,0.00%,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Equatorial Guinea,51.1,,Cuba,AMR,,,,,,,,,,,Guyana,"31,479.00",
Cuba,AMR,11412167,,16.43%,50.38%,0.00,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Eritrea,133,,Curaçao,AMR,,,,,,,,,,,Haiti,"20,586.00",
Curaçao,AMR,153822,,16.43%,50.38%,,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,#DIV/0!,,,#DIV/0!,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,16.43%,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,Estonia,0,,Cyprus,EUR,,,,,,,,,,,Honduras,"5,428.00",
